17.000,106.000
18.000,107.000
19.000,108.000
20.000,109.000
21.000,110.000
21.000,111.000
21.000,112.000
21.000,113.000
21.000,114.000
21.000,115.000
21.000,116.000
21.000,117.000
22.000,118.000
22.000,119.000
23.000,120.000
23.000,121.000
24.000,122.000
25.000,123.000
26.000,124.000
27.000,125.000
28.000,126.000
29.000,126.000
30.000,127.000
31.000,127.000
31.000,128.000
32.000,128.000
32.000,129.000
33.000,128.000
34.000,128.000
33.000,129.000
33.000,130.000
34.000,131.000
34.000,130.000
34.000,129.000
35.000,128.000
36.000,128.000
35.000,129.000
35.000,130.000
35.000,131.000
35.000,132.000
36.000,132.000
36.000,131.000
36.000,130.000
36.000,129.000
37.000,128.000
37.000,129.000
38.000,129.000
37.000,130.000
37.000,131.000
37.000,132.000
38.000,132.000
38.000,131.000
38.000,130.000
39.000,129.000
40.000,129.000
39.000,130.000
39.000,131.000
39.000,132.000
40.000,132.000
40.000,131.000
40.000,130.000
41.000,129.000
41.000,130.000
41.000,131.000
41.000,132.000
42.000,132.000
42.000,131.000
42.000,130.000
42.000,129.000
43.000,128.000
44.000,128.000
43.000,129.000
43.000,130.000
43.000,131.000
43.000,132.000
44.000,132.000
44.000,131.000
44.000,130.000
44.000,129.000
45.000,128.000
46.000,128.000
45.000,129.000
45.000,130.000
45.000,131.000
45.000,132.000
46.000,132.000
46.000,131.000
46.000,130.000
46.000,129.000
47.000,128.000
47.000,129.000
47.000,130.000
47.000,131.000
47.000,132.000
48.000,131.000
48.000,130.000
48.000,129.000
48.000,128.000
48.000,127.000
49.000,127.000
49.000,128.000
49.000,129.000
49.000,130.000
49.000,131.000
50.000,131.000
50.000,130.000
50.000,129.000
50.000,128.000
50.000,127.000
51.000,126.000
51.000,127.000
51.000,128.000
51.000,129.000
51.000,130.000
52.000,130.000
52.000,129.000
52.000,128.000
52.000,127.000
52.000,126.000
52.000,125.000
53.000,125.000
53.000,126.000
53.000,127.000
53.000,128.000
53.000,129.000
54.000,129.000
54.000,128.000
54.000,127.000
54.000,126.000
54.000,125.000
54.000,124.000
55.000,123.000
56.000,124.000
56.000,125.000
56.000,126.000
56.000,127.000
56.000,128.000
57.000,127.000
57.000,126.000
57.000,125.000
57.000,124.000
58.000,123.000
58.000,122.000
57.000,123.000
57.000,122.000
58.000,121.000
57.000,121.000
58.000,120.000
57.000,119.000
57.000,120.000
56.000,121.000
56.000,122.000
56.000,123.000
55.000,124.000
55.000,125.000
55.000,126.000
55.000,127.000
55.000,128.000
55.000,129.000
54.000,130.000
53.000,130.000
52.000,131.000
51.000,131.000
50.000,132.000
49.000,132.000
48.000,132.000
47.000,133.000
46.000,133.000
45.000,133.000
44.000,133.000
43.000,133.000
42.000,133.000
41.000,133.000
40.000,133.000
39.000,133.000
38.000,133.000
37.000,133.000
36.000,133.000
